name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;277;0;231;3079;1809;3079;1832;0
header;185;187;185;226;1823;226;1823;187
A;985;247;985;273;1007;273;1007;247
D;1789;712;1789;735;1820;735;1820;712
B;985;941;985;968;1006;968;1006;941
A;1545;994;1545;995;1547;995;1547;994
A;1335;1089;1335;1096;1342;1096;1342;1089
C;987;1572;987;1602;1009;1602;1009;1572
A;1217;2043;1217;2044;1217;2044;1217;2043
A;1370;2229;1370;2229;1370;2229;1370;2229
D;991;2253;991;2280;1013;2280;1013;2253
A;1416;2382;1416;2388;1423;2388;1423;2382
B;251;2428;251;2447;264;2447;264;2428
